state,weight,per person
AZHispanicAdults 19-25Female,0.00013885169647019153,0.20305384398087623
AZHispanicAdults 26-34Male,0.00023803147966318546,0.27513956129370554
AZHispanicAdults 26-34Female,0.00024794945798248486,0.278689603299221
AZHispanicAdults 35-54Male,0.00027770339294038305,0.16116404430814127
AZHispanicAdults 35-54Female,0.0003372112628561794,0.19029527406967198
AZHispanicAdults 55-64Male,0.0001884415880666885,0.21254900844736474
AZHispanicAdults 55-64Female,0.0001884415880666885,0.20667980505828562
AZHispanic65+Male,0.00026778541462108365,0.20578776230628593
AZHispanic65+Female,0.0002975393495789818,0.22233917777120077
AZAsianAdults 19-25Male,0.0,0.0
AZAsianAdults 19-25Female,0.0,0.0
AZAsianAdults 26-34Male,9.917978319299394e-06,0.11047270264065448
AZAsianAdults 26-34Female,1.9835956638598787e-05,0.21484434872521763
AZAsianAdults 35-54Male,1.9835956638598787e-05,0.11093109543287644
AZAsianAdults 35-54Female,1.9835956638598787e-05,0.10786790936569642
AZAsianAdults 55-64Male,9.917978319299394e-06,0.10779997557617539
AZAsianAdults 55-64Female,9.917978319299394e-06,0.10482325041233624
AZAsian65+Male,1.9835956638598787e-05,0.14689227477755085
AZAsian65+Female,1.9835956638598787e-05,0.14283607784089264
AZAmerican Indian/Alaska NativeAdults 19-25Male,3.9671913277197574e-05,0.4864819420556026
AZAmerican Indian/Alaska NativeAdults 19-25Female,3.9671913277197574e-05,0.47304851564775546
AZAmerican Indian/Alaska NativeAdults 26-34Male,6.942584823509576e-05,0.6543383156407999
AZAmerican Indian/Alaska NativeAdults 26-34Female,1.9835956638598787e-05,0.18179137199826104
AZAmerican Indian/Alaska NativeAdults 35-54Male,9.917978319299395e-05,0.4693238652929388
AZAmerican Indian/Alaska NativeAdults 35-54Female,6.942584823509576e-05,0.3194549623522548
AZAmerican Indian/Alaska NativeAdults 55-64Male,3.9671913277197574e-05,0.36486145579628604
AZAmerican Indian/Alaska NativeAdults 55-64Female,3.9671913277197574e-05,0.35478638601098417
AZAmerican Indian/Alaska Native65+Male,4.958989159649697e-05,0.3107336581832807
AZAmerican Indian/Alaska Native65+Female,4.958989159649697e-05,0.3021532415865037
AZNative Hawaiian/Other Pacific IslanderAdults 19-25Male,0.0,0.0
AZNative Hawaiian/Other Pacific IslanderAdults 19-25Female,0.0,0.0
AZNative Hawaiian/Other Pacific IslanderAdults 26-34Male,0.0,0.0
AZNative Hawaiian/Other Pacific IslanderAdults 26-34Female,0.0,0.0
AZNative Hawaiian/Other Pacific IslanderAdults 35-54Male,0.0,0.0
AZNative Hawaiian/Other Pacific IslanderAdults 35-54Female,0.0,0.0
AZNative Hawaiian/Other Pacific IslanderAdults 55-64Male,0.0,0.0
AZNative Hawaiian/Other Pacific IslanderAdults 55-64Female,0.0,0.0
AZNative Hawaiian/Other Pacific Islander65+Male,0.0,0.0
AZNative Hawaiian/Other Pacific Islander65+Female,0.0,0.0
AZMultiple RacesAdults 19-25Male,4.958989159649697e-05,0.9881664448004427
AZMultiple RacesAdults 19-25Female,3.9671913277197574e-05,0.7687038379276027
AZMultiple RacesAdults 26-34Male,5.9507869915796364e-05,0.9113997967853997
AZMultiple RacesAdults 26-34Female,4.958989159649697e-05,0.7385274487429356
AZMultiple RacesAdults 35-54Male,6.942584823509576e-05,0.5338558967707179
AZMultiple RacesAdults 35-54Female,8.926180487369455e-05,0.6674326892002466
AZMultiple RacesAdults 55-64Male,4.958989159649697e-05,0.7411248320862059
AZMultiple RacesAdults 55-64Female,5.9507869915796364e-05,0.8647918159017741
AZMultiple Races65+Male,6.942584823509576e-05,0.7069190723669635
AZMultiple Races65+Female,7.934382655439515e-05,0.7855984281249095
ARWhiteAdults 19-25Male,0.0006744225257123588,1.1640065601108434
ARWhiteAdults 19-25Female,0.0007438483739474546,1.2042133530558488
ARWhiteAdults 26-34Male,0.001081059636803634,1.4115440173077358
ARWhiteAdults 26-34Female,0.001130649528400131,1.3847406425391444
ARWhiteAdults 35-54Male,0.0025489204280599444,1.543288824349696
ARWhiteAdults 35-54Female,0.0023208069267160584,1.3180309405675894
ARWhiteAdults 55-64Male,0.0012992551598282206,1.4892436882829756
ARWhiteAdults 55-64Female,0.001358763029744017,1.460867070280306
ARWhite65+Male,0.0016959742926001963,1.4720270019621453
ARWhite65+Female,0.001557122596130005,1.2676955871197642
ARBlackAdults 19-25Male,9.917978319299394e-06,0.08119666503869176
ARBlackAdults 19-25Female,9.917978319299394e-06,0.07616121294326902
ARBlackAdults 26-34Male,9.917978319299394e-06,0.06142704227902447
ARBlackAdults 26-34Female,1.9835956638598787e-05,0.11523522660096062
ARBlackAdults 35-54Male,1.9835956638598787e-05,0.05696862801331817
ARBlackAdults 35-54Female,2.9753934957898182e-05,0.08015353476292442
ARBlackAdults 55-64Male,9.917978319299394e-06,0.053924502774810444
ARBlackAdults 55-64Female,1.9835956638598787e-05,0.10116069512793897
ARBlack65+Male,2.9753934957898182e-05,0.1224990152833226
ARBlack65+Female,2.9753934957898182e-05,0.1149021771262173
ARHispanicAdults 19-25Male,7.934382655439515e-05,1.2658351882955021
ARHispanicAdults 19-25Female,7.934382655439515e-05,1.1873337812694247
ARHispanicAdults 26-34Male,0.0001487696747894909,1.795559697386869
ARHispanicAdults 26-34Female,9.917978319299395e-05,1.12280477200936
ARHispanicAdults 35-54Male,0.00028762137125968245,1.6097289248891449
ARHispanicAdults 35-54Female,0.00022811350134388606,1.1975075108170248
ARHispanicAdults 55-64Male,0.0001487696747894909,1.576254696494459
ARHispanicAdults 55-64Female,0.00011901573983159273,1.1828019738035942
ARHispanic65+Male,0.0001983595663859879,1.5914401985525666
ARHispanic65+Female,0.0001487696747894909,1.1195596745631429
ARAsianAdults 19-25Male,9.917978319299394e-06,0.7713683178675718
ARAsianAdults 19-25Female,0.0,0.0
ARAsianAdults 26-34Male,0.0,0.0
ARAsianAdults 26-34Female,9.917978319299394e-06,0.5473673263545631
ARAsianAdults 35-54Male,9.917978319299394e-06,0.2706009830632613
ARAsianAdults 35-54Female,9.917978319299394e-06,0.2538195267492606
ARAsianAdults 55-64Male,0.0,0.0
ARAsianAdults 55-64Female,9.917978319299394e-06,0.48051330185771
ARAsian65+Male,9.917978319299394e-06,0.3879135483971881
ARAsian65+Female,0.0,0.0
ARAmerican Indian/Alaska NativeAdults 19-25Male,2.9753934957898182e-05,6.170946542940574
ARAmerican Indian/Alaska NativeAdults 19-25Female,9.917978319299394e-06,1.9294173945628148
ARAmerican Indian/Alaska NativeAdults 26-34Male,1.9835956638598787e-05,3.112303475470573
ARAmerican Indian/Alaska NativeAdults 26-34Female,9.917978319299394e-06,1.459646203612168
ARAmerican Indian/Alaska NativeAdults 35-54Male,6.942584823509576e-05,5.051218350514213
ARAmerican Indian/Alaska NativeAdults 35-54Female,3.9671913277197574e-05,2.7074082853254464
ARAmerican Indian/Alaska NativeAdults 55-64Male,1.9835956638598787e-05,2.7321748072570617
ARAmerican Indian/Alaska NativeAdults 55-64Female,0.0,0.0
ARAmerican Indian/Alaska Native65+Male,2.9753934957898182e-05,3.103308387177505
ARAmerican Indian/Alaska Native65+Female,2.9753934957898182e-05,2.9108551538641714
ARNative Hawaiian/Other Pacific IslanderAdults 19-25Male,0.0,0.0
ARNative Hawaiian/Other Pacific IslanderAdults 19-25Female,0.0,0.0
ARNative Hawaiian/Other Pacific IslanderAdults 26-34Male,0.0,0.0
ARNative Hawaiian/Other Pacific IslanderAdults 26-34Female,0.0,0.0
ARNative Hawaiian/Other Pacific IslanderAdults 35-54Male,0.0,0.0
ARNative Hawaiian/Other Pacific IslanderAdults 35-54Female,0.0,0.0
ARNative Hawaiian/Other Pacific IslanderAdults 55-64Male,0.0,0.0
ARNative Hawaiian/Other Pacific IslanderAdults 55-64Female,0.0,0.0
ARNative Hawaiian/Other Pacific Islander65+Male,0.0,0.0
ARNative Hawaiian/Other Pacific Islander65+Female,0.0,0.0
ARMultiple RacesAdults 19-25Male,1.9835956638598787e-05,1.0284910904900955
ARMultiple RacesAdults 19-25Female,2.9753934957898182e-05,1.4470630459221112
ARMultiple RacesAdults 26-34Male,3.9671913277197574e-05,1.5561517377352865
ARMultiple RacesAdults 26-34Female,2.9753934957898182e-05,1.094734652709126
ARMultiple RacesAdults 35-54Male,5.9507869915796364e-05,1.0824039322530454
ARMultiple RacesAdults 35-54Female,3.9671913277197574e-05,0.6768520713313616
ARMultiple RacesAdults 55-64Male,1.9835956638598787e-05,0.6830437018142654
ARMultiple RacesAdults 55-64Female,9.917978319299394e-06,0.32034220123847335
ARMultiple Races65+Male,3.9671913277197574e-05,1.0344361290591682
ARMultiple Races65+Female,3.9671913277197574e-05,0.9702850512880572
CAWhiteAdults 19-25Male,0.002489412558144148,0.6102293398810148
CAWhiteAdults 19-25Female,0.002271217035119561,0.5435397091742098
CAWhiteAdults 26-34Male,0.0032729328453688002,0.5387664730368672
CAWhiteAdults 26-34Female,0.0030646553006635126,0.4925173496417871
CAWhiteAdults 35-54Male,0.006168982514604223,0.5289831360439055
CAWhiteAdults 35-54Female,0.006099556666369127,0.5106260773022728
CAWhiteAdults 55-64Male,0.0035704721949477818,0.6546430763001353
CAWhiteAdults 55-64Female,0.0037886677179723685,0.6781751517481661
CAWhite65+Male,0.004800301506540906,0.7265513008143815
CAWhite65+Female,0.004621777896793518,0.682941134700429
CABlackAdults 19-25Male,1.9835956638598787e-05,0.03339449443233698
CABlackAdults 19-25Female,3.9671913277197574e-05,0.0652050602749979
CABlackAdults 26-34Male,3.9671913277197574e-05,0.04485099969935269
CABlackAdults 26-34Female,3.9671913277197574e-05,0.04378733962743127
CABlackAdults 35-54Male,7.934382655439515e-05,0.04672689717162691
CABlackAdults 35-54Female,6.942584823509576e-05,0.039916405736038996
CABlackAdults 55-64Male,3.9671913277197574e-05,0.04995599156671892
CABlackAdults 55-64Female,3.9671913277197574e-05,0.04877126449399041
CABlack65+Male,7.934382655439515e-05,0.08247767768483857
CABlack65+Female,8.926180487369455e-05,0.09058689599476095
CAHispanicAdults 19-25Male,0.0003372112628561794,0.07617326451528003
CAHispanicAdults 19-25Female,0.00027770339294038305,0.061243233827909416
CAHispanicAdults 26-34Male,0.0003471292411754788,0.052657344583733695
CAHispanicAdults 26-34Female,0.0003570472194947782,0.052877369626037264
CAHispanicAdults 35-54Male,0.0009223719836948436,0.07288508739207249
CAHispanicAdults 35-54Female,0.000833110178821149,0.06427046594460963
CAHispanicAdults 55-64Male,0.0004661449810070715,0.07875973100803597
CAHispanicAdults 55-64Female,0.0004760629593263709,0.07852790941310861
CAHispanic65+Male,0.0006843405040316582,0.0954496415485616
CAHispanic65+Female,0.000604996677477263,0.08238183818595277
CAAsianAdults 19-25Male,1.9835956638598787e-05,0.012040191870162312
CAAsianAdults 19-25Female,2.9753934957898182e-05,0.01763198058456576
CAAsianAdults 26-34Male,9.917978319299394e-06,0.004042692149771585
CAAsianAdults 26-34Female,2.9753934957898182e-05,0.011840454082927849
CAAsianAdults 35-54Male,3.9671913277197574e-05,0.008423556292844308
CAAsianAdults 35-54Female,3.9671913277197574e-05,0.008223788159417168
CAAsianAdults 55-64Male,1.9835956638598787e-05,0.00900567194910239
CAAsianAdults 55-64Female,2.9753934957898182e-05,0.013188148051946388
CAAsian65+Male,2.9753934957898182e-05,0.011151318666572561
CAAsian65+Female,1.9835956638598787e-05,0.007257907010918111
CAAmerican Indian/Alaska NativeAdults 19-25Male,4.958989159649697e-05,1.1061926280711625
CAAmerican Indian/Alaska NativeAdults 19-25Female,6.942584823509576e-05,1.5119423351265138
CAAmerican Indian/Alaska NativeAdults 26-34Male,9.917978319299395e-05,1.4856893650410579
CAAmerican Indian/Alaska NativeAdults 26-34Female,0.00010909776151229333,1.595501187674527
CAAmerican Indian/Alaska NativeAdults 35-54Male,0.00020827754470528726,1.6252198922506482
CAAmerican Indian/Alaska NativeAdults 35-54Female,0.0001686056314280897,1.284452913148969
CAAmerican Indian/Alaska NativeAdults 55-64Male,0.0001686056314280897,2.8131467751008588
CAAmerican Indian/Alaska NativeAdults 55-64Female,0.00011901573983159273,1.9386577636361189
CAAmerican Indian/Alaska Native65+Male,0.0001586876531087903,2.185658458648222
CAAmerican Indian/Alaska Native65+Female,0.00010909776151229333,1.467004454581823
CANative Hawaiian/Other Pacific IslanderAdults 19-25Male,0.0,0.0
CANative Hawaiian/Other Pacific IslanderAdults 19-25Female,0.0,0.0
CANative Hawaiian/Other Pacific IslanderAdults 26-34Male,0.0,0.0
CANative Hawaiian/Other Pacific IslanderAdults 26-34Female,0.0,0.0
CANative Hawaiian/Other Pacific IslanderAdults 35-54Male,0.0,0.0
CANative Hawaiian/Other Pacific IslanderAdults 35-54Female,0.0,0.0
CANative Hawaiian/Other Pacific IslanderAdults 55-64Male,0.0,0.0
CANative Hawaiian/Other Pacific IslanderAdults 55-64Female,0.0,0.0
CANative Hawaiian/Other Pacific Islander65+Male,0.0,0.0
CANative Hawaiian/Other Pacific Islander65+Female,0.0,0.0
CAMultiple RacesAdults 19-25Male,2.9753934957898182e-05,0.08045037295063
CAMultiple RacesAdults 19-25Female,4.958989159649697e-05,0.13090409827935182
CAMultiple RacesAdults 26-34Male,6.942584823509576e-05,0.12605849157924126
CAMultiple RacesAdults 26-34Female,5.9507869915796364e-05,0.1054876818297208
CAMultiple RacesAdults 35-54Male,0.0001884415880666885,0.1782347933781375
CAMultiple RacesAdults 35-54Female,0.00021819552302458666,0.20148280990572065
CAMultiple RacesAdults 55-64Male,0.00012893371815089213,0.26075513779901016
CAMultiple RacesAdults 55-64Female,7.934382655439515e-05,0.15665921322312068
CAMultiple Races65+Male,0.0001884415880666885,0.314602353896335
CAMultiple Races65+Female,8.926180487369455e-05,0.14548804508249485
COWhiteAdults 19-25Male,0.0008529461354597478,0.7911933823326018
COWhiteAdults 19-25Female,0.0008132742221825504,0.757417312135619
COWhiteAdults 26-34Male,0.0013290090947861188,0.7781438411794276
COWhiteAdults 26-34Female,0.0012397472899124242,0.7287897893378047
COWhiteAdults 35-54Male,0.002588592341337142,0.8064340067084872
COWhiteAdults 35-54Female,0.0027472799944459323,0.8593009171521876
COWhiteAdults 55-64Male,0.0014777787695756097,0.968255388441389
COWhiteAdults 55-64Female,0.0014381068562984121,0.9460385562174645
COWhite65+Male,0.0019340057722633819,1.078815298862982
COWhite65+Female,0.001606712487726502,0.8998387265435216
COBlackAdults 19-25Male,0.0,0.0
COBlackAdults 19-25Female,0.0,0.0
COBlackAdults 26-34Male,0.0,0.0
COBlackAdults 26-34Female,0.0,0.0
COBlackAdults 35-54Male,0.0,0.0
COBlackAdults 35-54Female,9.917978319299394e-06,0.05534923255074891
COBlackAdults 55-64Male,0.0,0.0
COBlackAdults 55-64Female,0.0,0.0
COBlack65+Male,0.0,0.0
COBlack65+Female,9.917978319299394e-06,0.09910504493120655
COHispanicAdults 19-25Male,0.00010909776151229333,0.31473865187948286
COHispanicAdults 19-25Female,0.00010909776151229333,0.3160001294421261
COHispanicAdults 26-34Male,0.0001785236097473891,0.32508788983136155
COHispanicAdults 26-34Female,0.0001487696747894909,0.27199237275469623
COHispanicAdults 35-54Male,0.0003868011544526764,0.374771134405178
COHispanicAdults 35-54Female,0.0003669651978140776,0.35697716039611455
COHispanicAdults 55-64Male,0.00024794945798248486,0.5052622632252184
COHispanicAdults 55-64Female,0.0001884415880666885,0.3855383954822328
